record_id,provenance_id,extension_id,extension_name,old_version,new_version,old_timestamp,new_timestamp,label,label_source,label_review_status,label_quality_tier,eligible_for_supervised_training,source,source_type,is_controlled,controlled_mutation_type,functional_category,split,added_permission_count,removed_permission_count,added_sensitive_permission_count,removed_sensitive_permission_count,permission_risk_delta,critical_permission_added,high_permission_added,optional_permission_change_count,host_count_delta,added_host_count,host_scope_score_delta,wildcard_host_introduced,all_urls_introduced,content_script_changed,service_worker_introduced,externally_connectable_changed,web_accessible_resource_change_count,csp_changed,permission_count_delta,file_count_delta,package_size_delta_bytes,js_file_count_delta,api_count_delta,network_destination_count_delta,obfuscation_count_delta,function_count_delta,added_api_count,critical_api_added,new_external_network_count,new_local_network_count,plain_http_addition_count,decoded_endpoint_addition_count,hardcoded_ip_addition_count,added_obfuscation_score,dynamic_execution_added_count,added_function_count,added_event_listener_count,source_sink_flow_count,modified_file_count,api_analyzer_available,network_analyzer_available,obfuscation_analyzer_available,structure_analyzer_available
keepassxc_browser_1_9_11_to_1_10_0,open_source_repository:keepassxc_browser_1_9_11_to_1_10_0,github:keepassxreboot/keepassxc-browser,KeePassXC-Browser,1.9.11,1.10.0,2025-11-26T04:54:05Z,2026-03-04T13:34:26Z,benign_transition,single_reviewer_provisional,provisional,SINGLE_REVIEWER_PROVISIONAL,True,https://github.com/keepassxreboot/keepassxc-browser,open_source_repository,False,,password_management,train,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,88822,1,1,6,0,3,0,0,2,0,0,0,0,0,0,5,5,1,64,1,1,1,1
keepassxc_browser_1_10_0_to_1_10_0_1,open_source_repository:keepassxc_browser_1_10_0_to_1_10_0_1,github:keepassxreboot/keepassxc-browser,KeePassXC-Browser,1.10.0,1.10.0.1,2026-03-04T13:34:26Z,2026-03-08T08:08:13Z,benign_transition,single_reviewer_provisional,provisional,SINGLE_REVIEWER_PROVISIONAL,True,https://github.com/keepassxreboot/keepassxc-browser,open_source_repository,False,,password_management,train,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,39,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,1,1,1,1
keepassxc_browser_1_10_0_1_to_1_10_1,open_source_repository:keepassxc_browser_1_10_0_1_to_1_10_1,github:keepassxreboot/keepassxc-browser,KeePassXC-Browser,1.10.0.1,1.10.1,2026-03-08T08:08:13Z,2026-04-03T09:31:52Z,benign_transition,single_reviewer_provisional,provisional,SINGLE_REVIEWER_PROVISIONAL,True,https://github.com/keepassxreboot/keepassxc-browser,open_source_repository,False,,password_management,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,1,1,1
keepassxc_browser_1_10_1_to_1_10_2,open_source_repository:keepassxc_browser_1_10_1_to_1_10_2,github:keepassxreboot/keepassxc-browser,KeePassXC-Browser,1.10.1,1.10.2,2026-04-03T09:31:52Z,2026-05-29T16:31:15Z,benign_transition,single_reviewer_provisional,provisional,SINGLE_REVIEWER_PROVISIONAL,True,https://github.com/keepassxreboot/keepassxc-browser,open_source_repository,False,,password_management,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,74877,1,-1,2,0,3,0,0,1,0,0,0,0,15,1,3,0,1,44,1,1,1,1
refined_github_26_5_24_to_26_6_1,open_source_repository:refined_github_26_5_24_to_26_6_1,github:refined-github/refined-github,Refined GitHub,26.5.24,26.6.1,2026-05-24T08:46:38Z,2026-06-01T18:11:16Z,benign_transition,single_reviewer_provisional,provisional,SINGLE_REVIEWER_PROVISIONAL,True,https://github.com/refined-github/refined-github,open_source_repository,False,,github_productivity,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25122,2,0,4,0,23,0,0,11,0,1,0,0,0,0,36,1,0,58,1,1,1,1
refined_github_26_6_1_to_26_6_7,open_source_repository:refined_github_26_6_1_to_26_6_7,github:refined-github/refined-github,Refined GitHub,26.6.1,26.6.7,2026-06-01T18:11:16Z,2026-06-07T18:59:21Z,benign_transition,single_reviewer_provisional,provisional,SINGLE_REVIEWER_PROVISIONAL,True,https://github.com/refined-github/refined-github,open_source_repository,False,,github_productivity,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14352,7,1,-3,0,14,1,0,0,0,0,0,0,15,0,16,3,0,61,1,1,1,1
refined_github_26_6_7_to_26_7,open_source_repository:refined_github_26_6_7_to_26_7,github:refined-github/refined-github,Refined GitHub,26.6.7,26.7,2026-06-07T18:59:21Z,2026-07-01T05:46:48Z,benign_transition,single_reviewer_provisional,provisional,SINGLE_REVIEWER_PROVISIONAL,True,https://github.com/refined-github/refined-github,open_source_repository,False,,github_productivity,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7352,4,3,5,0,8,2,1,12,0,0,0,0,15,0,46,1,0,164,1,1,1,1
refined_github_26_7_to_26_7_11,open_source_repository:refined_github_26_7_to_26_7_11,github:refined-github/refined-github,Refined GitHub,26.7,26.7.11,2026-07-01T05:46:48Z,2026-07-11T17:21:27Z,benign_transition,single_reviewer_provisional,provisional,SINGLE_REVIEWER_PROVISIONAL,True,https://github.com/refined-github/refined-github,open_source_repository,False,,github_productivity,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,31707,18,-3,1,2,27,2,0,6,0,0,0,0,45,0,73,4,0,80,1,1,1,1
violentmonkey_2_43_0_to_2_44_0,open_source_repository:violentmonkey_2_43_0_to_2_44_0,github:violentmonkey/violentmonkey,Violentmonkey,2.43.0,2.44.0,2026-07-14T12:43:02Z,2026-07-18T03:55:48Z,benign_transition,single_reviewer_provisional,provisional,SINGLE_REVIEWER_PROVISIONAL,True,https://github.com/violentmonkey/violentmonkey,open_source_repository,False,,user_script_manager,validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2294,0,0,4,0,0,0,0,16,0,0,0,0,15,0,40,0,0,12,1,1,1,1
violentmonkey_2_44_0_to_2_45_0,open_source_repository:violentmonkey_2_44_0_to_2_45_0,github:violentmonkey/violentmonkey,Violentmonkey,2.44.0,2.45.0,2026-07-18T03:55:48Z,2026-07-20T09:26:46Z,benign_transition,single_reviewer_provisional,provisional,SINGLE_REVIEWER_PROVISIONAL,True,https://github.com/violentmonkey/violentmonkey,open_source_repository,False,,user_script_manager,validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1264,0,0,5,1,1,0,0,225,0,0,0,0,15,0,33,0,0,8,1,1,1,1
violentmonkey_2_45_0_to_2_46_0,open_source_repository:violentmonkey_2_45_0_to_2_46_0,github:violentmonkey/violentmonkey,Violentmonkey,2.45.0,2.46.0,2026-07-20T09:26:46Z,2026-07-29T09:25:21Z,risky_transition,single_reviewer_provisional,provisional,SINGLE_REVIEWER_PROVISIONAL,True,https://github.com/violentmonkey/violentmonkey,open_source_repository,False,,user_script_manager,validation,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23706,0,1,9,-2,-11,1,0,159,0,0,0,0,10,0,132,0,0,45,1,1,1,1
violentmonkey_2_46_0_to_2_47_0,open_source_repository:violentmonkey_2_46_0_to_2_47_0,github:violentmonkey/violentmonkey,Violentmonkey,2.46.0,2.47.0,2026-07-29T09:25:21Z,2026-08-06T09:00:11Z,benign_transition,single_reviewer_provisional,provisional,SINGLE_REVIEWER_PROVISIONAL,True,https://github.com/violentmonkey/violentmonkey,open_source_repository,False,,user_script_manager,validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4442,0,0,-2,0,1,0,0,223,0,0,0,0,0,0,78,0,0,57,1,1,1,1
